,Frame Index,Time Stamp,RB Count,Marker Count,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,1720,14.33333333,0,17,-0.11442165,1.91521227,0.0135774,31967,Marker-31967,-0.63771099,1.23342371,-0.02562588,31969,Marker-31969,-0.34437725,1.71336818,-0.11554336,31970,Marker-31970,0.11134699,1.69999063,-0.23865071,31971,Marker-31971,0.28036362,1.56856966,-0.16831276,31972,Marker-31972,0.2000007,1.62303734,-0.02533582,31974,Marker-31974,-0.09999226,1.6103009,-0.04487479,31975,Marker-31975,-0.24927053,1.33373189,0.11324923,31978,Marker-31978,-0.00954783,0.77527899,0.13113764,31979,Marker-31979,-0.331101,1.34267664,0.43560523,31980,Marker-31980,-0.01333218,0.20275632,0.15281303,31981,Marker-31981,-0.51286548,1.08316624,0.91892534,31982,Marker-31982,-0.52825475,1.44695377,-0.1204289,31983,Marker-31983,0.09990662,1.7160809,0.15945834,31988,Marker-31988,-0.65236026,1.06666028,-0.05852708,31989,Marker-31989,-0.12514848,1.33322132,-0.00438491,31993,Marker-31993,-0.00524639,1.1228404,0.03213478,31994,Marker-31994,,,,,
frame,1721,14.34166667,0,17,-0.11298699,1.9053477,0.01717108,31967,Marker-31967,-0.63752186,1.22160816,-0.03862061,31969,Marker-31969,-0.34339887,1.70308471,-0.11198709,31970,Marker-31970,0.11280194,1.69064116,-0.23640798,31971,Marker-31971,0.28082725,1.55957937,-0.16335751,31972,Marker-31972,0.20102158,1.61803627,-0.0217664,31974,Marker-31974,-0.09784815,1.60091543,-0.04199754,31975,Marker-31975,-0.24460959,1.32218027,0.11948802,31978,Marker-31978,-0.01210429,0.76213121,0.12531157,31979,Marker-31979,-0.32426718,1.32629144,0.44083548,31980,Marker-31980,-0.01449275,0.18844958,0.14094943,31981,Marker-31981,-0.51532543,1.1462971,0.947878,31982,Marker-31982,-0.52504396,1.43588579,-0.125323,31983,Marker-31983,0.10186119,1.71707392,0.16039863,31988,Marker-31988,-0.65002048,1.05471885,-0.07430516,31989,Marker-31989,-0.1211053,1.32343173,-0.00048978,31993,Marker-31993,-0.00394993,1.11057425,0.02978045,31994,Marker-31994,,,,,
frame,1722,14.35,0,17,-0.11134953,1.89485788,0.02076616,31967,Marker-31967,-0.63624728,1.20998907,-0.05090628,31969,Marker-31969,-0.34240025,1.69226229,-0.10813621,31970,Marker-31970,0.11391781,1.68073475,-0.23438209,31971,Marker-31971,0.28124714,1.55022776,-0.15872341,31972,Marker-31972,0.2023806,1.61310363,-0.02000807,31974,Marker-31974,-0.09571422,1.59080517,-0.03882123,31975,Marker-31975,-0.24079107,1.30959964,0.12695697,31978,Marker-31978,-0.01346997,0.74819535,0.12073435,31979,Marker-31979,-0.3157078,1.30678844,0.44775474,31980,Marker-31980,-0.01721466,0.17298393,0.128951,31981,Marker-31981,-0.51543379,1.20475125,0.96682054,31982,Marker-31982,-0.521837,1.42486691,-0.1299392,31983,Marker-31983,0.10384337,1.7172488,0.16094619,31988,Marker-31988,-0.6472019,1.04302502,-0.08907216,31989,Marker-31989,-0.11891335,1.31277227,0.00075238,31993,Marker-31993,-0.00359944,1.09766316,0.02839922,31994,Marker-31994,,,,,
frame,1723,14.35833333,0,17,-0.10956725,1.88393629,0.02431617,31967,Marker-31967,-0.6342693,1.19852102,-0.06239767,31969,Marker-31969,-0.34112951,1.68099332,-0.10400002,31970,Marker-31970,0.11464331,1.67037892,-0.23264818,31971,Marker-31971,0.28149217,1.54080451,-0.1545282,31972,Marker-31972,0.20332079,1.6073947,-0.01693784,31974,Marker-31974,-0.09365414,1.58015275,-0.03542451,31975,Marker-31975,-0.23732068,1.29624045,0.1347478,31978,Marker-31978,-0.013544,0.73411113,0.11702173,31979,Marker-31979,-0.30659151,1.28645408,0.4549945,31980,Marker-31980,-0.02124039,0.15703933,0.11765394,31981,Marker-31981,-0.5122726,1.2551465,0.97800189,31982,Marker-31982,-0.51885778,1.41452181,-0.13487396,31983,Marker-31983,0.10596656,1.7165482,0.16128871,31988,Marker-31988,-0.644036,1.03163266,-0.10278878,31989,Marker-31989,-0.1170364,1.30178022,0.00316783,31993,Marker-31993,-0.00408942,1.08446574,0.02754082,31994,Marker-31994,,,,,
frame,1724,14.36666667,0,17,-0.10760939,1.87217522,0.02787913,31967,Marker-31967,-0.6316576,1.1869123,-0.0734649,31969,Marker-31969,-0.33949709,1.66888559,-0.09869748,31970,Marker-31970,0.11487053,1.65924215,-0.23100586,31971,Marker-31971,0.28155017,1.53081214,-0.15063787,31972,Marker-31972,0.20419426,1.60108471,-0.01417204,31974,Marker-31974,-0.09147746,1.56847501,-0.03160692,31975,Marker-31975,-0.23334935,1.28197789,0.14220306,31978,Marker-31978,-0.01250572,0.71932155,0.11393411,31979,Marker-31979,-0.29694602,1.26576161,0.46025568,31980,Marker-31980,-0.02646857,0.14045435,0.10716085,31981,Marker-31981,-0.50455523,1.30152619,0.97782123,31982,Marker-31982,-0.51600617,1.40371561,-0.13917172,31983,Marker-31983,0.10837707,1.71501291,0.16154701,31988,Marker-31988,-0.6404317,1.02012897,-0.11584428,31989,Marker-31989,-0.11572267,1.28940654,0.0056702,31993,Marker-31993,-0.00491539,1.0708065,0.02716932,31994,Marker-31994,,,,,
frame,1725,14.375,0,17,-0.10552438,1.85967731,0.03146888,31967,Marker-31967,-0.62878472,1.17478931,-0.08413354,31969,Marker-31969,-0.3374272,1.65595663,-0.09236652,31970,Marker-31970,0.11450767,1.64717507,-0.22943991,31971,Marker-31971,0.28129444,1.52031457,-0.14714538,31972,Marker-31972,0.204914,1.59431291,-0.01182276,31974,Marker-31974,-0.08914224,1.55573499,-0.02727681,31975,Marker-31975,-0.22866118,1.26694179,0.14935471,31978,Marker-31978,-0.01065064,0.70370483,0.11112801,31979,Marker-31979,-0.28708726,1.24655521,0.46287078,31980,Marker-31980,-0.03221489,0.12347756,0.09797308,31981,Marker-31981,-0.48981994,1.33977675,0.97085857,31982,Marker-31982,-0.51255882,1.39269447,-0.14369093,31983,Marker-31983,0.1110469,1.71244156,0.16176011,31988,Marker-31988,-0.63659239,1.00847054,-0.12842579,31989,Marker-31989,-0.11398996,1.27605987,0.00908733,31993,Marker-31993,-0.00576623,1.05661535,0.02694861,31994,Marker-31994,,,,,
frame,1726,14.38333333,0,17,-0.10321817,1.84683323,0.03519566,31967,Marker-31967,-0.62593812,1.16227722,-0.09378199,31969,Marker-31969,-0.33501095,1.64261878,-0.08484314,31970,Marker-31970,0.11368658,1.63456166,-0.22795111,31971,Marker-31971,0.28075084,1.50946915,-0.14404324,31972,Marker-31972,0.20548677,1.58715475,-0.00996253,31974,Marker-31974,-0.08658262,1.54214776,-0.02281344,31975,Marker-31975,-0.22301257,1.25132835,0.15666036,31978,Marker-31978,-0.00834552,0.68762732,0.10823596,31979,Marker-31979,-0.27671018,1.23234975,0.46283165,31980,Marker-31980,-0.03744085,0.10629184,0.09010223,31981,Marker-31981,-0.46878535,1.36469841,0.96450359,31982,Marker-31982,-0.50932127,1.38160491,-0.14736301,31983,Marker-31983,0.11393698,1.70908189,0.161786,31988,Marker-31988,-0.63261217,0.99691933,-0.14030287,31989,Marker-31989,-0.11208107,1.26128387,0.01196728,31993,Marker-31993,-0.00639074,1.04188883,0.02625208,31994,Marker-31994,,,,,
frame,1727,14.39166667,0,17,-0.1009203,1.83337116,0.03881722,31967,Marker-31967,-0.62325013,1.14987648,-0.10316636,31969,Marker-31969,-0.33243072,1.62899315,-0.07616419,31970,Marker-31970,0.11234529,1.62129664,-0.22691064,31971,Marker-31971,0.27999002,1.49812222,-0.14127484,31972,Marker-31972,0.20592934,1.57931042,-0.00861127,31974,Marker-31974,-0.08366013,1.52764356,-0.01828766,31975,Marker-31975,-0.21624409,1.23530042,0.16392344,31978,Marker-31978,-0.00560073,0.67115939,0.10484618,31979,Marker-31979,-0.26713574,1.22085404,0.46344334,31980,Marker-31980,-0.04149682,0.08844386,0.08340601,31981,Marker-31981,-0.4442358,1.37933898,0.95467615,31982,Marker-31982,-0.50608587,1.37036276,-0.15022892,31983,Marker-31983,0.11690787,1.70507658,0.16143441,31988,Marker-31988,-0.6285491,0.98542619,-0.15174448,31989,Marker-31989,-0.10971508,1.24501765,0.01459093,31993,Marker-31993,-0.00670074,1.02641118,0.02495262,31994,Marker-31994,,,,,
frame,1728,14.4,0,17,-0.09850749,1.81910884,0.04245897,31967,Marker-31967,-0.62051046,1.13689864,-0.11140052,31969,Marker-31969,-0.32917726,1.6144433,-0.06722072,31970,Marker-31970,0.11048042,1.60715234,-0.22631367,31971,Marker-31971,0.27899107,1.48626947,-0.13898416,31972,Marker-31972,0.20623647,1.57084429,-0.00766167,31974,Marker-31974,-0.080346,1.51215279,-0.01377602,31975,Marker-31975,-0.20859025,1.21970236,0.16974697,31978,Marker-31978,-0.00278451,0.65392894,0.10087911,31979,Marker-31979,-0.25950962,1.21238291,0.47098815,31980,Marker-31980,-0.04539051,0.07020593,0.07751857,31981,Marker-31981,-0.420618,1.37985611,0.94735432,31982,Marker-31982,-0.50274926,1.35868061,-0.1519424,31983,Marker-31983,0.12001501,1.70061851,0.16040975,31988,Marker-31988,-0.62440157,0.97386384,-0.16267636,31989,Marker-31989,-0.10716964,1.22734237,0.01644814,31993,Marker-31993,-0.00667616,1.00973511,0.02300576,31994,Marker-31994,,,,,
frame,1729,14.40833333,0,17,-0.09598297,1.8041364,0.0460862,31967,Marker-31967,-0.61805987,1.12372482,-0.11867306,31969,Marker-31969,-0.32578796,1.59910989,-0.05722605,31970,Marker-31970,0.10816183,1.59191012,-0.22611986,31971,Marker-31971,0.2778841,1.47394574,-0.13714123,31972,Marker-31972,0.20619699,1.56146348,-0.00657418,31974,Marker-31974,-0.0767408,1.49563646,-0.009288,31975,Marker-31975,-0.20024899,1.2050736,0.1726388,31978,Marker-31978,0.00025132,0.63535231,0.09620725,31979,Marker-31979,-0.25339404,1.20667899,0.4790343,31980,Marker-31980,-0.05275713,0.05805563,0.07191187,31981,Marker-31981,-0.40221274,1.3679949,0.94511473,31982,Marker-31982,-0.49950001,1.34663892,-0.15223603,31983,Marker-31983,0.12321483,1.69555819,0.15872164,31988,Marker-31988,-0.61977839,0.96224636,-0.17341572,31989,Marker-31989,-0.1044247,1.20861232,0.0178836,31993,Marker-31993,-0.00663847,0.9913218,0.02054482,31994,Marker-31994,,,,,
frame,1730,14.41666667,0,18,-0.09353645,1.78918099,0.04954719,31967,Marker-31967,-0.61578047,1.11046791,-0.12488318,31969,Marker-31969,-0.32237405,1.58330333,-0.04673671,31970,Marker-31970,0.10561118,1.57627606,-0.22622353,31971,Marker-31971,0.27675754,1.46125877,-0.13590345,31972,Marker-31972,0.20639899,1.55146801,-0.00628787,31974,Marker-31974,-0.0728636,1.47850931,-0.00491196,31975,Marker-31975,-0.19281672,1.19144356,0.17271236,31978,Marker-31978,0.00393601,0.61637527,0.09204177,31979,Marker-31979,-0.24690245,1.20347667,0.48352966,31980,Marker-31980,-0.06116376,0.05896356,0.0669637,31981,Marker-31981,-0.390517,1.34980631,0.95001465,31982,Marker-31982,-0.49641052,1.33451939,-0.15131804,31983,Marker-31983,0.12634599,1.68994248,0.15622571,31988,Marker-31988,-0.61511296,0.95098591,-0.18338934,31989,Marker-31989,-0.10184748,1.18941212,0.01868018,31993,Marker-31993,-0.00649869,0.97215587,0.01818244,31994,Marker-31994,-0.1390779,1.19965625,0.04107608,31998,Marker-31998
frame,1731,14.425,0,18,-0.09110176,1.77429318,0.05325175,31967,Marker-31967,-0.61342525,1.09653759,-0.13083649,31969,Marker-31969,-0.31939277,1.56662083,-0.03613301,31970,Marker-31970,0.1029085,1.55958712,-0.22651841,31971,Marker-31971,0.27566829,1.44797754,-0.13513978,31972,Marker-31972,0.20685805,1.54079747,-0.00682373,31974,Marker-31974,-0.06885453,1.46053135,-0.00085004,31975,Marker-31975,-0.18574436,1.17831874,0.16999936,31978,Marker-31978,0.00785875,0.59763187,0.08869482,31979,Marker-31979,-0.23813744,1.20170557,0.48471606,31980,Marker-31980,-0.06647025,0.06322814,0.06155965,31981,Marker-31981,-0.38276088,1.33028173,0.96089005,31982,Marker-31982,-0.49347517,1.32215416,-0.14930403,31983,Marker-31983,0.12944314,1.6836915,0.15290102,31988,Marker-31988,-0.61044675,0.93971509,-0.1925386,31989,Marker-31989,-0.09970437,1.17037308,0.01910126,31993,Marker-31993,-0.00606786,0.95274901,0.0161067,31994,Marker-31994,-0.13949093,1.18881416,0.03149671,31998,Marker-31998
frame,1732,14.43333333,0,18,-0.08879576,1.75964057,0.05703379,31967,Marker-31967,-0.61139244,1.08284676,-0.13495034,31969,Marker-31969,-0.31544226,1.54818964,-0.02558956,31970,Marker-31970,0.1000783,1.54202878,-0.22636369,31971,Marker-31971,0.27486014,1.43452442,-0.13474573,31972,Marker-31972,0.20723549,1.52823782,-0.00740562,31974,Marker-31974,-0.06470796,1.44165957,0.00321051,31975,Marker-31975,-0.17962366,1.16610503,0.16575575,31978,Marker-31978,0.00986882,0.57968575,0.08589928,31979,Marker-31979,-0.22823459,1.19949508,0.48505241,31980,Marker-31980,-0.07298673,0.06596141,0.05674531,31981,Marker-31981,-0.37643823,1.31104159,0.97386575,31982,Marker-31982,-0.49097377,1.30926061,-0.14637291,31983,Marker-31983,0.1323611,1.67656636,0.14892904,31988,Marker-31988,-0.60607588,0.92863041,-0.20066595,31989,Marker-31989,-0.09818893,1.15236843,0.01889335,31993,Marker-31993,-0.00488913,0.93441772,0.01470364,31994,Marker-31994,-0.13869011,1.17380488,0.03350738,31998,Marker-31998
frame,1733,14.44166667,0,17,-0.08660605,1.74531591,0.06110556,31967,Marker-31967,-0.6098637,1.06941342,-0.13768762,31969,Marker-31969,-0.3122468,1.52952504,-0.01565994,31970,Marker-31970,0.09848955,1.52474439,-0.22752891,31971,Marker-31971,0.27452502,1.42106676,-0.13441616,31972,Marker-31972,0.20789778,1.5162195,-0.00913695,31974,Marker-31974,-0.05993573,1.42211843,0.00550348,31975,Marker-31975,-0.17522991,1.15471745,0.16169421,31978,Marker-31978,0.00948476,0.56399846,0.08444034,31979,Marker-31979,-0.21876231,1.19485319,0.48562792,31980,Marker-31980,-0.07796155,0.06690722,0.05594454,31981,Marker-31981,-0.37150714,1.29161203,0.98619634,31982,Marker-31982,-0.48902363,1.29583824,-0.14237267,31983,Marker-31983,0.13520649,1.66863167,0.14432006,31988,Marker-31988,-0.60214818,0.91759092,-0.20762199,31989,Marker-31989,-0.09755361,1.13633764,0.01819854,31993,Marker-31993,-0.00298126,0.91822821,0.01413895,31994,Marker-31994,,,,,
frame,1734,14.45,0,17,-0.08429038,1.73150218,0.06540454,31967,Marker-31967,-0.60870165,1.05611396,-0.1389886,31969,Marker-31969,-0.30924177,1.51066363,-0.00657207,31970,Marker-31970,0.09739564,1.50748575,-0.22814855,31971,Marker-31971,0.27354401,1.40566134,-0.13472974,31972,Marker-31972,0.20867176,1.50347126,-0.01149992,31974,Marker-31974,-0.0564274,1.40257788,0.00608219,31975,Marker-31975,-0.17355251,1.14455652,0.15931779,31978,Marker-31978,0.00748582,0.55125546,0.08581395,31979,Marker-31979,-0.21036863,1.18844795,0.4860121,31980,Marker-31980,-0.07894114,0.06757879,0.05874176,31981,Marker-31981,-0.37056789,1.26931572,1.00053954,31982,Marker-31982,-0.4878706,1.28178453,-0.13744003,31983,Marker-31983,0.13801584,1.65985131,0.13909401,31988,Marker-31988,-0.59897172,0.90678936,-0.21359138,31989,Marker-31989,-0.09766769,1.12297428,0.01731304,31993,Marker-31993,-0.00175954,0.90374494,0.01410304,31994,Marker-31994,,,,,
frame,1735,14.45833333,0,17,-0.08212846,1.71847725,0.06963264,31967,Marker-31967,-0.60792702,1.04352045,-0.13946112,31969,Marker-31969,-0.30663538,1.49237978,0.00127587,31970,Marker-31970,0.09752734,1.49131525,-0.22843419,31971,Marker-31971,0.27288705,1.38996947,-0.13570124,31972,Marker-31972,0.20949855,1.49018407,-0.01457516,31974,Marker-31974,-0.05310027,1.38353848,0.00728966,31975,Marker-31975,-0.1743398,1.13544619,0.15923822,31978,Marker-31978,0.00450426,0.54018676,0.09127098,31979,Marker-31979,-0.20289147,1.18191719,0.48619148,31980,Marker-31980,-0.07826478,0.06764871,0.06130676,31981,Marker-31981,-0.37262651,1.24777257,1.01028085,31982,Marker-31982,-0.4871977,1.26725149,-0.13189615,31983,Marker-31983,0.14064294,1.6502552,0.13324603,31988,Marker-31988,-0.59660834,0.89664477,-0.21838161,31989,Marker-31989,-0.09820616,1.11188149,0.01757412,31993,Marker-31993,-0.00315566,0.89043176,0.01448264,31994,Marker-31994,,,,,
frame,1736,14.46666667,0,17,-0.07997307,1.70603025,0.07400332,31967,Marker-31967,-0.60630101,1.02961016,-0.13622114,31969,Marker-31969,-0.30450219,1.47565961,0.00780317,31970,Marker-31970,0.0982412,1.4749558,-0.22776663,31971,Marker-31971,0.27248415,1.37368214,-0.13748494,31972,Marker-31972,0.21024495,1.47603738,-0.01834232,31974,Marker-31974,-0.05031464,1.36506438,0.00780045,31975,Marker-31975,-0.17635769,1.12673104,0.16056436,31978,Marker-31978,0.00110537,0.52902162,0.09899838,31979,Marker-31979,-0.19682741,1.17534482,0.48717293,31980,Marker-31980,-0.07944117,0.06697006,0.06231409,31981,Marker-31981,-0.3766737,1.22889626,1.01532269,31982,Marker-31982,-0.48689264,1.25228155,-0.12563953,31983,Marker-31983,0.14331734,1.63975799,0.12668483,31988,Marker-31988,-0.59517819,0.88730276,-0.22192839,31989,Marker-31989,-0.09933726,1.10179317,0.01809221,31993,Marker-31993,-0.00532475,0.8793999,0.01616403,31994,Marker-31994,,,,,
frame,1737,14.475,0,17,-0.07773179,1.69415915,0.07823616,31967,Marker-31967,-0.60557747,1.01591027,-0.13175915,31969,Marker-31969,-0.30278045,1.4618876,0.01274846,31970,Marker-31970,0.09978881,1.46022618,-0.22780427,31971,Marker-31971,0.27214083,1.3567276,-0.13987035,31972,Marker-31972,0.21093142,1.46140778,-0.022801,31974,Marker-31974,-0.04814133,1.34890175,0.00594604,31975,Marker-31975,-0.17817761,1.11816967,0.16284722,31978,Marker-31978,-0.00251104,0.51939434,0.10752901,31979,Marker-31979,-0.19166769,1.16787517,0.48881042,31980,Marker-31980,-0.08154643,0.06759106,0.0615744,31981,Marker-31981,-0.3816644,1.21372914,1.01664829,31982,Marker-31982,-0.4865014,1.23722053,-0.11850372,31983,Marker-31983,0.14621179,1.6285013,0.11967811,31988,Marker-31988,-0.59480643,0.87873942,-0.22361732,31989,Marker-31989,-0.10312305,1.09127283,0.01555021,31993,Marker-31993,-0.00656756,0.87042546,0.01889001,31994,Marker-31994,,,,,
frame,1738,14.48333333,0,17,-0.07548873,1.68315625,0.08218864,31967,Marker-31967,-0.60532916,1.00216544,-0.12529945,31969,Marker-31969,-0.2998502,1.45013094,0.01745338,31970,Marker-31970,0.1015298,1.44685531,-0.2274785,31971,Marker-31971,0.27189511,1.33899093,-0.1427622,31972,Marker-31972,0.21149205,1.44608891,-0.02790518,31974,Marker-31974,-0.04427999,1.33535838,0.00603731,31975,Marker-31975,-0.17943448,1.10996974,0.16490793,31978,Marker-31978,-0.00552905,0.5108977,0.11712794,31979,Marker-31979,-0.18724462,1.15955842,0.49050426,31980,Marker-31980,-0.08225983,0.06779783,0.06106618,31981,Marker-31981,-0.38749099,1.20104599,1.01434863,31982,Marker-31982,-0.48568577,1.22251785,-0.11027364,31983,Marker-31983,0.14938778,1.61633241,0.11231423,31988,Marker-31988,-0.59559685,0.87056965,-0.22301562,31989,Marker-31989,-0.10527351,1.0822562,0.0170176,31993,Marker-31993,-0.00795017,0.86225808,0.02259287,31994,Marker-31994,,,,,
frame,1739,14.49166667,0,16,-0.07349963,1.67335021,0.08591411,31967,Marker-31967,-0.60510671,0.98866594,-0.11713196,31969,Marker-31969,-0.2976962,1.44073725,0.02080601,31970,Marker-31970,0.10350093,1.43464184,-0.22654408,31971,Marker-31971,0.27157626,1.3207922,-0.14610414,31972,Marker-31972,0.21186545,1.43025303,-0.03343728,31974,Marker-31974,-0.04118319,1.324404,0.00658275,31975,Marker-31975,-0.18069808,1.10245538,0.16618451,31978,Marker-31978,-0.00731154,0.5034852,0.1285897,31979,Marker-31979,-0.18407705,1.15007448,0.49239182,31980,Marker-31980,-0.08206087,0.0676406,0.06054871,31981,Marker-31981,-0.3941285,1.18803573,1.00886822,31982,Marker-31982,-0.4842729,1.20900762,-0.10134184,31983,Marker-31983,0.15268603,1.60350299,0.10471476,31988,Marker-31988,-0.59751379,0.86229515,-0.21976051,31989,Marker-31989,-0.00927423,0.85500938,0.02767977,31994,Marker-31994,,,,,,,,,,
frame,1740,14.5,0,16,-0.07176878,1.66442168,0.08962314,31967,Marker-31967,-0.60438347,0.97591919,-0.10667916,31969,Marker-31969,-0.29606509,1.43302202,0.02332679,31970,Marker-31970,0.10593469,1.42292833,-0.22561072,31971,Marker-31971,0.27107382,1.30199945,-0.15022828,31972,Marker-31972,0.2123061,1.41359234,-0.03942223,31974,Marker-31974,-0.04033685,1.31524956,0.00938357,31975,Marker-31975,-0.18189883,1.09540534,0.16649547,31978,Marker-31978,-0.0070557,0.49859256,0.14251715,31979,Marker-31979,-0.18175894,1.13844883,0.4945589,31980,Marker-31980,-0.08206182,0.06754221,0.06070288,31981,Marker-31981,-0.4020234,1.17248666,1.00153542,31982,Marker-31982,-0.48231301,1.19667232,-0.09203926,31983,Marker-31983,0.15621425,1.58984852,0.09689014,31988,Marker-31988,-0.60030496,0.85339797,-0.21291469,31989,Marker-31989,-0.00997494,0.84898841,0.03440519,31994,Marker-31994,,,,,,,,,,
frame,1741,14.50833333,0,16,-0.07013988,1.65684342,0.0930161,31967,Marker-31967,-0.60296077,0.96474516,-0.094514,31969,Marker-31969,-0.29409751,1.42687285,0.02605954,31970,Marker-31970,0.10915328,1.4123435,-0.2247356,31971,Marker-31971,0.2703093,1.28369582,-0.15500021,31972,Marker-31972,0.21296544,1.39700437,-0.04551198,31974,Marker-31974,-0.03964233,1.30758846,0.01018218,31975,Marker-31975,-0.18342085,1.08932328,0.16621564,31978,Marker-31978,-0.00577733,0.49667805,0.15697283,31979,Marker-31979,-0.18032274,1.12564874,0.49696839,31980,Marker-31980,-0.08166908,0.06714864,0.06199145,31981,Marker-31981,-0.41120088,1.15380895,0.99344516,31982,Marker-31982,-0.48049262,1.18647981,-0.08363263,31983,Marker-31983,0.15969537,1.57587874,0.08760877,31988,Marker-31988,-0.60561889,0.84406108,-0.20218533,31989,Marker-31989,-0.01064816,0.84517562,0.04192989,31994,Marker-31994,,,,,,,,,,
frame,1742,14.51666667,0,16,-0.06833369,1.65032065,0.09621345,31967,Marker-31967,-0.60047376,0.95487666,-0.08041492,31969,Marker-31969,-0.2928184,1.42205489,0.02831967,31970,Marker-31970,0.11265218,1.40263653,-0.22392599,31971,Marker-31971,0.2690202,1.26601887,-0.16063449,31972,Marker-31972,0.21371613,1.38044965,-0.05177476,31974,Marker-31974,-0.04021632,1.30197346,0.01212084,31975,Marker-31975,-0.18559785,1.08376741,0.16651621,31978,Marker-31978,-0.00466331,0.49607351,0.16984349,31979,Marker-31979,-0.18012981,1.11212444,0.49938628,31980,Marker-31980,-0.08152647,0.06666572,0.06312724,31981,Marker-31981,-0.4197627,1.1262219,0.99085009,31982,Marker-31982,-0.47913334,1.17805755,-0.07622857,31983,Marker-31983,0.16263241,1.56145155,0.07917262,31988,Marker-31988,-0.60868669,0.83449769,-0.18841763,31989,Marker-31989,-0.01254568,0.84293783,0.0498922,31994,Marker-31994,,,,,,,,,,
frame,1743,14.525,0,16,-0.06632411,1.64492631,0.09922507,31967,Marker-31967,-0.59708476,0.94546956,-0.06690156,31969,Marker-31969,-0.29198873,1.41858923,0.03002357,31970,Marker-31970,0.11590512,1.39383543,-0.22314757,31971,Marker-31971,0.2668854,1.24870169,-0.16730241,31972,Marker-31972,0.21438594,1.3638562,-0.05826869,31974,Marker-31974,-0.04139743,1.29746556,0.01419705,31975,Marker-31975,-0.18820706,1.07852793,0.16785817,31978,Marker-31978,-0.00393829,0.49622115,0.18008873,31979,Marker-31979,-0.18135117,1.09844065,0.50176793,31980,Marker-31980,-0.0816564,0.06657396,0.06401998,31981,Marker-31981,-0.42053011,1.09105396,0.99628258,31982,Marker-31982,-0.47843301,1.17098522,-0.06932318,31983,Marker-31983,0.16545986,1.54644752,0.07082263,31988,Marker-31988,-0.610367,0.82468104,-0.17119394,31989,Marker-31989,-0.01450859,0.84182912,0.05693902,31994,Marker-31994,,,,,,,,,,
frame,1744,14.53333333,0,16,-0.06458966,1.64095521,0.10178383,31967,Marker-31967,-0.59319305,0.93843192,-0.05295466,31969,Marker-31969,-0.29161444,1.41650808,0.03094928,31970,Marker-31970,0.11838118,1.38674498,-0.22225934,31971,Marker-31971,0.2634263,1.23262537,-0.17422323,31972,Marker-31972,0.21479017,1.34849882,-0.06446607,31974,Marker-31974,-0.04268547,1.29425013,0.01645233,31975,Marker-31975,-0.19118395,1.07386875,0.16990648,31978,Marker-31978,-0.00329266,0.49630135,0.1868646,31979,Marker-31979,-0.18366621,1.08569181,0.5040043,31980,Marker-31980,-0.08190639,0.06648329,0.06474883,31981,Marker-31981,-0.41261077,1.0603677,1.00082445,31982,Marker-31982,-0.47813523,1.16562307,-0.06335723,31983,Marker-31983,0.1683466,1.53198206,0.06377187,31988,Marker-31988,-0.61014771,0.81561601,-0.1522627,31989,Marker-31989,-0.01584758,0.84078568,0.0616658,31994,Marker-31994,,,,,,,,,,
frame,1745,14.54166667,0,16,-0.06334216,1.63808084,0.10402917,31967,Marker-31967,-0.5888676,0.93343335,-0.03789002,31969,Marker-31969,-0.29166108,1.41556013,0.03109443,31970,Marker-31970,0.11988024,1.38056767,-0.22116762,31971,Marker-31971,0.2603164,1.21870136,-0.18159083,31972,Marker-31972,0.21503928,1.33415544,-0.07080932,31974,Marker-31974,-0.04396227,1.29220033,0.01887192,31975,Marker-31975,-0.19474949,1.06932878,0.17263144,31978,Marker-31978,-0.00244372,0.49522248,0.1905708,31979,Marker-31979,-0.18708417,1.07315946,0.50655699,31980,Marker-31980,-0.08212808,0.06644238,0.06535491,31981,Marker-31981,-0.40086651,1.02839315,1.01038241,31982,Marker-31982,-0.47811228,1.16148472,-0.05765785,31983,Marker-31983,0.17168547,1.51714385,0.05824839,31988,Marker-31988,-0.60793078,0.80708385,-0.13140188,31989,Marker-31989,-0.01692756,0.83937699,0.06495593,31994,Marker-31994,,,,,,,,,,
