,Frame Index,Time Stamp,RB Count,Marker Count,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,Marker x,Marker y,Marker z,Marker ID,Marker Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,1011,8.425,0,17,-0.10716388,1.79608583,-0.16048418,31967,Marker-31967,-0.15463389,1.47063529,0.07437973,31968,Marker-31968,-0.31150839,1.42501807,0.00393019,31969,Marker-31969,-0.33412263,1.53295624,-0.26192194,31970,Marker-31970,0.12531886,1.47058702,-0.32291934,31971,Marker-31971,0.15193705,1.23909616,-0.24442793,31972,Marker-31972,-0.06890561,1.35806811,-0.00503504,31973,Marker-31973,0.05188395,1.32883406,-0.11139228,31974,Marker-31974,-0.10125595,1.42062867,-0.17940046,31975,Marker-31975,-0.11903596,1.05329955,-0.20074968,31976,Marker-31976,0.03272667,0.88823515,-0.2044659,31977,Marker-31977,-0.23907281,0.85344654,-0.18204698,31978,Marker-31978,0.06201896,0.53586417,-0.16971898,31979,Marker-31979,-0.19292277,0.52401733,-0.21472844,31980,Marker-31980,0.10649192,0.08820927,-0.21015891,31981,Marker-31981,-0.21802844,0.07723474,-0.16056749,31982,Marker-31982,-0.43719873,1.28413177,-0.14118315,31983,Marker-31983,,,,,
frame,1012,8.43333333,0,17,-0.10647728,1.79595697,-0.16120532,31967,Marker-31967,-0.15088558,1.4805913,0.06737498,31968,Marker-31968,-0.30851227,1.43236279,0.00105371,31969,Marker-31969,-0.33333173,1.53358364,-0.26188451,31970,Marker-31970,0.12535255,1.47058237,-0.32269183,31971,Marker-31971,0.14944534,1.23991466,-0.24178933,31972,Marker-31972,-0.0715636,1.36980748,-0.01010712,31973,Marker-31973,0.04942456,1.33565998,-0.11352547,31974,Marker-31974,-0.10070268,1.42084754,-0.18019523,31975,Marker-31975,-0.1184709,1.05344045,-0.20127457,31976,Marker-31976,0.03393357,0.8886916,-0.2055655,31977,Marker-31977,-0.23843442,0.8535623,-0.18177524,31978,Marker-31978,0.06471652,0.53637767,-0.17043367,31979,Marker-31979,-0.1925907,0.5239827,-0.21451364,31980,Marker-31980,0.11062581,0.08773858,-0.21564436,31981,Marker-31981,-0.21802109,0.07720888,-0.16054475,31982,Marker-31982,-0.43489435,1.28628874,-0.13778082,31983,Marker-31983,,,,,
frame,1013,8.44166667,0,17,-0.10559998,1.79583764,-0.16205174,31967,Marker-31967,-0.14700374,1.49094975,0.0598276,31968,Marker-31968,-0.30563694,1.43927896,-0.00214677,31969,Marker-31969,-0.33229718,1.53433466,-0.26189354,31970,Marker-31970,0.12555197,1.4705652,-0.32242385,31971,Marker-31971,0.14715163,1.24095511,-0.23903608,31972,Marker-31972,-0.07418258,1.38136661,-0.01524165,31973,Marker-31973,0.04721244,1.34227717,-0.11591567,31974,Marker-31974,-0.10014686,1.42111635,-0.18106405,31975,Marker-31975,-0.11787321,1.05361509,-0.20168343,31976,Marker-31976,0.03525132,0.88914484,-0.20646025,31977,Marker-31977,-0.23775674,0.8536613,-0.18162692,31978,Marker-31978,0.06727405,0.53677118,-0.17145707,31979,Marker-31979,-0.19229686,0.52400213,-0.21420451,31980,Marker-31980,0.11465415,0.08789551,-0.22132561,31981,Marker-31981,-0.21800333,0.07718696,-0.16050658,31982,Marker-31982,-0.4325521,1.28850138,-0.13451804,31983,Marker-31983,,,,,
frame,1014,8.45,0,17,-0.10468932,1.79575932,-0.16283879,31967,Marker-31967,-0.14351976,1.5004158,0.05231038,31968,Marker-31968,-0.3029359,1.44604599,-0.00555524,31969,Marker-31969,-0.33123726,1.53502977,-0.2619381,31970,Marker-31970,0.1257979,1.47074795,-0.32216114,31971,Marker-31971,0.145064,1.24217927,-0.23650931,31972,Marker-31972,-0.07661097,1.39395428,-0.02111173,31973,Marker-31973,0.04541248,1.34876895,-0.11857348,31974,Marker-31974,-0.099555,1.42144895,-0.18186794,31975,Marker-31975,-0.11715294,1.05391991,-0.20169044,31976,Marker-31976,0.03666841,0.88950509,-0.2073472,31977,Marker-31977,-0.23676303,0.85339165,-0.18215723,31978,Marker-31978,0.0698773,0.53708637,-0.17258009,31979,Marker-31979,-0.19196638,0.52400267,-0.21374978,31980,Marker-31980,0.11831047,0.08824336,-0.22718881,31981,Marker-31981,-0.21796916,0.07717212,-0.16049562,31982,Marker-31982,-0.43033311,1.2907232,-0.13154846,31983,Marker-31983,,,,,
frame,1015,8.45833333,0,17,-0.10381825,1.79567802,-0.16371457,31967,Marker-31967,-0.14025472,1.50963461,0.04455107,31968,Marker-31968,-0.30009657,1.45143342,-0.00910465,31969,Marker-31969,-0.3302255,1.53568935,-0.2622067,31970,Marker-31970,0.12604193,1.47108269,-0.32176265,31971,Marker-31971,0.14301021,1.24343324,-0.2340882,31972,Marker-31972,-0.07774894,1.40401685,-0.02711953,31973,Marker-31973,0.04408679,1.35509551,-0.12089241,31974,Marker-31974,-0.09900622,1.42180514,-0.18262109,31975,Marker-31975,-0.11646014,1.05412686,-0.20171967,31976,Marker-31976,0.03801732,0.88974166,-0.20815699,31977,Marker-31977,-0.2360384,0.8534829,-0.18175642,31978,Marker-31978,0.07247073,0.53732115,-0.17383136,31979,Marker-31979,-0.19163677,0.5239749,-0.21331042,31980,Marker-31980,0.12185686,0.08899865,-0.23308983,31981,Marker-31981,-0.21794076,0.07712634,-0.16045253,31982,Marker-31982,-0.42853203,1.29292476,-0.12837891,31983,Marker-31983,,,,,
frame,1016,8.46666667,0,17,-0.1027399,1.79559565,-0.16464105,31967,Marker-31967,-0.13740863,1.51785386,0.03705499,31968,Marker-31968,-0.29788479,1.4582293,-0.01246583,31969,Marker-31969,-0.32903412,1.53637516,-0.26255941,31970,Marker-31970,0.12633409,1.47150922,-0.32134709,31971,Marker-31971,0.14115188,1.24494791,-0.23162976,31972,Marker-31972,-0.07882936,1.41447747,-0.03302303,31973,Marker-31973,0.04249201,1.36138296,-0.12391125,31974,Marker-31974,-0.09891723,1.42260063,-0.18334791,31975,Marker-31975,-0.11560536,1.05421734,-0.2017846,31976,Marker-31976,0.03946962,0.88998699,-0.2086858,31977,Marker-31977,-0.23531304,0.85351419,-0.18129547,31978,Marker-31978,0.07506907,0.53738904,-0.17542532,31979,Marker-31979,-0.19123942,0.52387577,-0.21286173,31980,Marker-31980,0.12513013,0.08947359,-0.23914757,31981,Marker-31981,-0.21790744,0.07707334,-0.16041312,31982,Marker-31982,-0.42566383,1.29509926,-0.12624447,31983,Marker-31983,,,,,
frame,1017,8.475,0,17,-0.10165807,1.79557467,-0.16546042,31967,Marker-31967,-0.13502143,1.52578092,0.02947587,31968,Marker-31968,-0.29581445,1.46402264,-0.01629771,31969,Marker-31969,-0.32789841,1.53706872,-0.26301003,31970,Marker-31970,0.12664132,1.47197044,-0.32103032,31971,Marker-31971,0.13961112,1.24641526,-0.22947118,31972,Marker-31972,-0.07995307,1.4241035,-0.03913894,31973,Marker-31973,0.0413659,1.36701298,-0.12685916,31974,Marker-31974,-0.09802394,1.42286992,-0.18427065,31975,Marker-31975,-0.11422148,1.05433285,-0.20037282,31976,Marker-31976,0.04083397,0.89005524,-0.20919198,31977,Marker-31977,-0.23462203,0.85356206,-0.18089791,31978,Marker-31978,0.07762431,0.53737432,-0.1770428,31979,Marker-31979,-0.19086103,0.52371013,-0.21241225,31980,Marker-31980,0.12768024,0.08942991,-0.24438339,31981,Marker-31981,-0.21788496,0.07702956,-0.16035615,31982,Marker-31982,-0.42340529,1.29718947,-0.1239963,31983,Marker-31983,,,,,
frame,1018,8.48333333,0,17,-0.10048003,1.79548323,-0.16630569,31967,Marker-31967,-0.13268271,1.53306019,0.02176793,31968,Marker-31968,-0.29375893,1.46969295,-0.02017165,31969,Marker-31969,-0.32678604,1.53772104,-0.26366255,31970,Marker-31970,0.12694691,1.47242403,-0.3207342,31971,Marker-31971,0.13818122,1.24797249,-0.22742596,31972,Marker-31972,-0.0813349,1.43247449,-0.0452552,31973,Marker-31973,0.04053523,1.37243652,-0.12981939,31974,Marker-31974,-0.09808566,1.42343116,-0.18459733,31975,Marker-31975,-0.11382333,1.05434084,-0.20161694,31976,Marker-31976,0.04214854,0.89005679,-0.20954271,31977,Marker-31977,-0.23385721,0.85359806,-0.18037756,31978,Marker-31978,0.08014452,0.53726476,-0.17888767,31979,Marker-31979,-0.190529,0.52363491,-0.21181613,31980,Marker-31980,0.13048312,0.0897458,-0.25041407,31981,Marker-31981,-0.21785741,0.07700045,-0.1603159,31982,Marker-31982,-0.42110825,1.29928923,-0.12191088,31983,Marker-31983,,,,,
frame,1019,8.49166667,0,17,-0.09964686,1.79558456,-0.16649984,31967,Marker-31967,-0.13052289,1.5399878,0.01403285,31968,Marker-31968,-0.2917808,1.47463071,-0.02412146,31969,Marker-31969,-0.32555884,1.53832912,-0.26429635,31970,Marker-31970,0.12731491,1.4729023,-0.32045174,31971,Marker-31971,0.13713327,1.24941099,-0.22553232,31972,Marker-31972,-0.08119744,1.44172704,-0.05220831,31973,Marker-31973,0.03992065,1.3776958,-0.1330743,31974,Marker-31974,-0.09691899,1.42343116,-0.18576834,31975,Marker-31975,-0.11293393,1.05448556,-0.20151076,31976,Marker-31976,0.04355657,0.88991535,-0.21001026,31977,Marker-31977,-0.23308635,0.85363638,-0.17979932,31978,Marker-31978,0.0826733,0.53700382,-0.18104447,31979,Marker-31979,-0.19015902,0.52349985,-0.21119763,31980,Marker-31980,0.13375492,0.09038689,-0.25744867,31981,Marker-31981,-0.21783343,0.07696408,-0.16032436,31982,Marker-31982,-0.41938999,1.30153275,-0.11967142,31983,Marker-31983,,,,,
frame,1020,8.5,0,17,-0.09830399,1.79546642,-0.16735515,31967,Marker-31967,-0.1284837,1.54648256,0.00632401,31968,Marker-31968,-0.29002857,1.47987103,-0.02854617,31969,Marker-31969,-0.32439607,1.53883457,-0.26510277,31970,Marker-31970,0.12774432,1.47329247,-0.32021317,31971,Marker-31971,0.13620594,1.25100946,-0.22366981,31972,Marker-31972,-0.08187833,1.44958711,-0.05884754,31973,Marker-31973,0.03952412,1.38261867,-0.13633737,31974,Marker-31974,-0.09629796,1.42381394,-0.18650627,31975,Marker-31975,-0.11204984,1.05444217,-0.20159532,31976,Marker-31976,0.04472202,0.88955867,-0.21041568,31977,Marker-31977,-0.2324184,0.85357606,-0.17923923,31978,Marker-31978,0.08513841,0.53663325,-0.18322192,31979,Marker-31979,-0.18978383,0.52336931,-0.21050529,31980,Marker-31980,0.13683535,0.09106237,-0.26315805,31981,Marker-31981,-0.21780786,0.07694181,-0.16027923,31982,Marker-31982,-0.41658616,1.30325282,-0.11842714,31983,Marker-31983,,,,,
frame,1021,8.50833333,0,17,-0.09698389,1.79536009,-0.16822684,31967,Marker-31967,-0.12658294,1.55258918,-0.00136049,31968,Marker-31968,-0.28828561,1.48432255,-0.03282706,31969,Marker-31969,-0.32328379,1.5392381,-0.26594374,31970,Marker-31970,0.12833121,1.47373807,-0.31994942,31971,Marker-31971,0.13555175,1.25241923,-0.22193305,31972,Marker-31972,-0.08091252,1.45810628,-0.0658504,31973,Marker-31973,0.03944201,1.38719773,-0.13980864,31974,Marker-31974,-0.0957022,1.42413247,-0.18721969,31975,Marker-31975,-0.11112268,1.05433106,-0.20144746,31976,Marker-31976,0.04597597,0.88910365,-0.21105507,31977,Marker-31977,-0.23174666,0.85360247,-0.17865862,31978,Marker-31978,0.08744276,0.53612095,-0.1855526,31979,Marker-31979,-0.18935272,0.52325356,-0.20980346,31980,Marker-31980,0.13914697,0.09022623,-0.27004406,31981,Marker-31981,-0.21774051,0.07693218,-0.16023545,31982,Marker-31982,-0.4144471,1.30509055,-0.11697023,31983,Marker-31983,,,,,
frame,1022,8.51666667,0,17,-0.09560195,1.79519224,-0.16918692,31967,Marker-31967,-0.12498602,1.55791974,-0.00936886,31968,Marker-31968,-0.28655696,1.4884975,-0.03711388,31969,Marker-31969,-0.32205436,1.53965104,-0.26683387,31970,Marker-31970,0.12900455,1.47424507,-0.31978464,31971,Marker-31971,0.1351857,1.25387406,-0.22037004,31972,Marker-31972,-0.08039162,1.4650079,-0.07291631,31973,Marker-31973,0.0393602,1.39180374,-0.1433017,31974,Marker-31974,-0.09500994,1.42445588,-0.18793938,31975,Marker-31975,-0.11100619,1.05324185,-0.20061538,31976,Marker-31976,0.04712427,0.88859105,-0.2116144,31977,Marker-31977,-0.23095594,0.85365796,-0.17803016,31978,Marker-31978,0.08969942,0.53543597,-0.18812604,31979,Marker-31979,-0.18871795,0.52318466,-0.20892946,31980,Marker-31980,0.14205477,0.09037331,-0.27661607,31981,Marker-31981,-0.21774521,0.07684773,-0.16020975,31982,Marker-31982,-0.41231981,1.30653024,-0.1153817,31983,Marker-31983,,,,,
frame,1023,8.525,0,17,-0.09412119,1.79509163,-0.17001124,31967,Marker-31967,-0.12311663,1.56339633,-0.01746258,31968,Marker-31968,-0.28500482,1.49204469,-0.04123872,31969,Marker-31969,-0.32083032,1.53994501,-0.26783597,31970,Marker-31970,0.12963167,1.47459459,-0.31973547,31971,Marker-31971,0.13507538,1.25535572,-0.21893898,31972,Marker-31972,-0.08105093,1.47231793,-0.08013202,31973,Marker-31973,0.03958283,1.39605069,-0.14683153,31974,Marker-31974,-0.09428883,1.42476928,-0.18857798,31975,Marker-31975,-0.10966503,1.05358303,-0.20024759,31976,Marker-31976,0.04820892,0.88791114,-0.21228941,31977,Marker-31977,-0.23010033,0.85370171,-0.17741995,31978,Marker-31978,0.09190091,0.53469086,-0.19080293,31979,Marker-31979,-0.18806438,0.52319998,-0.2080216,31980,Marker-31980,0.14494465,0.09027584,-0.28305921,31981,Marker-31981,-0.21769726,0.07678033,-0.16016708,31982,Marker-31982,-0.41007876,1.30853868,-0.1145385,31983,Marker-31983,,,,,
frame,1024,8.53333333,0,17,-0.09272791,1.79494011,-0.17093475,31967,Marker-31967,-0.12156665,1.56782448,-0.02506855,31968,Marker-31968,-0.28372857,1.49612176,-0.04527994,31969,Marker-31969,-0.31970808,1.54017472,-0.26887241,31970,Marker-31970,0.13043135,1.47492683,-0.31976581,31971,Marker-31971,0.13505316,1.25671399,-0.21760508,31972,Marker-31972,-0.07947146,1.47728467,-0.08670457,31973,Marker-31973,0.03998623,1.39930022,-0.15010743,31974,Marker-31974,-0.09415075,1.42513907,-0.18909292,31975,Marker-31975,-0.10836651,1.05379403,-0.19984075,31976,Marker-31976,0.04930577,0.88707703,-0.21309476,31977,Marker-31977,-0.22923689,0.85372645,-0.17700821,31978,Marker-31978,0.09398557,0.53387147,-0.19367661,31979,Marker-31979,-0.18735906,0.5230478,-0.20717412,31980,Marker-31980,0.14774466,0.09004129,-0.28942141,31981,Marker-31981,-0.21764386,0.07672124,-0.16012476,31982,Marker-31982,-0.40808541,1.31020463,-0.11357,31983,Marker-31983,,,,,
frame,1025,8.54166667,0,17,-0.09114846,1.79482114,-0.17185219,31967,Marker-31967,-0.12005235,1.57164836,-0.0326437,31968,Marker-31968,-0.28212503,1.49933183,-0.05013261,31969,Marker-31969,-0.31835324,1.54035223,-0.26990846,31970,Marker-31970,0.13146941,1.47524786,-0.31986502,31971,Marker-31971,0.13520417,1.25800753,-0.21643262,31972,Marker-31972,-0.07940485,1.48335242,-0.0932811,31973,Marker-31973,0.04048645,1.4030906,-0.15360963,31974,Marker-31974,-0.09264677,1.42534316,-0.19012885,31975,Marker-31975,-0.10697193,1.05374563,-0.19957924,31976,Marker-31976,0.05050113,0.88621575,-0.21377081,31977,Marker-31977,-0.2281924,0.85375571,-0.17639001,31978,Marker-31978,0.09611634,0.53296536,-0.19668193,31979,Marker-31979,-0.18659943,0.52282786,-0.2062055,31980,Marker-31980,0.15054299,0.08960015,-0.29600713,31981,Marker-31981,-0.21760774,0.07663786,-0.16006869,31982,Marker-31982,-0.40612522,1.31166077,-0.11286387,31983,Marker-31983,,,,,
frame,1026,8.55,0,17,-0.08964337,1.79467607,-0.17273267,31967,Marker-31967,-0.11861246,1.57529652,-0.04000471,31968,Marker-31968,-0.28068209,1.50245321,-0.05499433,31969,Marker-31969,-0.31718567,1.54045355,-0.27102369,31970,Marker-31970,0.1325087,1.47552872,-0.31995371,31971,Marker-31971,0.13548239,1.25925016,-0.21539032,31972,Marker-31972,-0.0777339,1.4879247,-0.09957483,31973,Marker-31973,0.04113625,1.40594864,-0.15678531,31974,Marker-31974,-0.09159783,1.42557347,-0.1909844,31975,Marker-31975,-0.10568194,1.05361271,-0.19937836,31976,Marker-31976,0.05180424,0.88541961,-0.21445191,31977,Marker-31977,-0.2271428,0.85374063,-0.1759233,31978,Marker-31978,0.09812073,0.53212523,-0.19983582,31979,Marker-31979,-0.1857928,0.52259922,-0.20535569,31980,Marker-31980,0.15359971,0.08969015,-0.30193087,31981,Marker-31981,-0.21755286,0.07659035,-0.16004558,31982,Marker-31982,-0.40465704,1.31327105,-0.11186868,31983,Marker-31983,,,,,
frame,1027,8.55833333,0,17,-0.08808112,1.7945807,-0.17368971,31967,Marker-31967,-0.11699353,1.57887781,-0.04732472,31968,Marker-31968,-0.27921861,1.5051353,-0.05962742,31969,Marker-31969,-0.31585923,1.54054654,-0.27221778,31970,Marker-31970,0.13356417,1.47581232,-0.32025605,31971,Marker-31971,0.13599244,1.26053655,-0.21437323,31972,Marker-31972,-0.0777353,1.49260283,-0.10580687,31973,Marker-31973,0.04187893,1.40885079,-0.16019325,31974,Marker-31974,-0.09044275,1.42571747,-0.19222036,31975,Marker-31975,-0.10422048,1.05341744,-0.19908959,31976,Marker-31976,0.05322709,0.8845154,-0.2151705,31977,Marker-31977,-0.22604011,0.85368478,-0.17544647,31978,Marker-31978,0.10012215,0.5311029,-0.20321581,31979,Marker-31979,-0.18491018,0.52248901,-0.20432381,31980,Marker-31980,0.15593141,0.08847155,-0.30884442,31981,Marker-31981,-0.21748045,0.07662019,-0.15997362,31982,Marker-31982,-0.40217483,1.31441152,-0.11181977,31983,Marker-31983,,,,,
frame,1028,8.56666667,0,17,-0.08642421,1.79439926,-0.17453453,31967,Marker-31967,-0.1155737,1.58189702,-0.05471595,31968,Marker-31968,-0.27771893,1.50750279,-0.06408386,31969,Marker-31969,-0.31451014,1.54054785,-0.27334544,31970,Marker-31970,0.13484728,1.47606921,-0.32049084,31971,Marker-31971,0.13667364,1.26168752,-0.2136118,31972,Marker-31972,-0.07549888,1.49674678,-0.11197764,31973,Marker-31973,0.04285124,1.41142535,-0.16349041,31974,Marker-31974,-0.08952975,1.42608202,-0.19281158,31975,Marker-31975,-0.10270832,1.05322492,-0.19882898,31976,Marker-31976,0.05483369,0.88350087,-0.21588214,31977,Marker-31977,-0.22469042,0.85370088,-0.17496909,31978,Marker-31978,0.10208346,0.53012919,-0.20667437,31979,Marker-31979,-0.18407479,0.52233738,-0.20334347,31980,Marker-31980,0.15846273,0.08768989,-0.31518498,31981,Marker-31981,-0.21749568,0.07655755,-0.15996203,31982,Marker-31982,-0.4003461,1.31560481,-0.11158355,31983,Marker-31983,,,,,
frame,1029,8.575,0,17,-0.08488745,1.79423928,-0.17543387,31967,Marker-31967,-0.11437792,1.58430183,-0.06203611,31968,Marker-31968,-0.27621925,1.50931835,-0.06829469,31969,Marker-31969,-0.31322011,1.54043615,-0.27458647,31970,Marker-31970,0.13609429,1.47622895,-0.32075623,31971,Marker-31971,0.13745213,1.26269281,-0.21308623,31972,Marker-31972,-0.07417636,1.49989593,-0.11755675,31973,Marker-31973,0.04385076,1.41350698,-0.16650428,31974,Marker-31974,-0.08851218,1.42629778,-0.19300041,31975,Marker-31975,-0.10114738,1.0530411,-0.19859342,31976,Marker-31976,0.05657467,0.88255447,-0.21654987,31977,Marker-31977,-0.22345868,0.85368359,-0.17451288,31978,Marker-31978,0.10381778,0.52912176,-0.21014664,31979,Marker-31979,-0.18304683,0.52213442,-0.20226336,31980,Marker-31980,0.16079701,0.08644551,-0.32119071,31981,Marker-31981,-0.21747842,0.07649426,-0.15997171,31982,Marker-31982,-0.39859197,1.31670713,-0.11151915,31983,Marker-31983,,,,,
frame,1030,8.58333333,0,17,-0.08324861,1.79407012,-0.17625105,31967,Marker-31967,-0.11339568,1.58647907,-0.06931107,31968,Marker-31968,-0.27481955,1.51085985,-0.07259174,31969,Marker-31969,-0.31183445,1.54035211,-0.27578801,31970,Marker-31970,0.13741861,1.4763931,-0.32116574,31971,Marker-31971,0.13848819,1.26370454,-0.21256338,31972,Marker-31972,-0.07326865,1.50295687,-0.12379583,31973,Marker-31973,0.04501058,1.41536355,-0.16962329,31974,Marker-31974,-0.08722508,1.42643452,-0.19367963,31975,Marker-31975,-0.09944254,1.05279899,-0.19846669,31976,Marker-31976,0.05839433,0.88157201,-0.21730272,31977,Marker-31977,-0.22198962,0.85373414,-0.17408237,31978,Marker-31978,0.10551504,0.52811044,-0.21373087,31979,Marker-31979,-0.18204659,0.52197933,-0.2011652,31980,Marker-31980,0.16294557,0.08488528,-0.32722172,31981,Marker-31981,-0.21745175,0.07642034,-0.15996738,31982,Marker-31982,-0.39676273,1.31759679,-0.11158167,31983,Marker-31983,,,,,
frame,1031,8.59166667,0,17,-0.08162371,1.79384577,-0.17714299,31967,Marker-31967,-0.11186858,1.58809829,-0.0760296,31968,Marker-31968,-0.27339438,1.51233482,-0.07689252,31969,Marker-31969,-0.31037718,1.5402317,-0.27707201,31970,Marker-31970,0.13879853,1.47648954,-0.32150066,31971,Marker-31971,0.13964939,1.26463675,-0.21230057,31972,Marker-31972,-0.07180783,1.50517082,-0.12896045,31973,Marker-31973,0.04621477,1.41687632,-0.17263579,31974,Marker-31974,-0.08600836,1.42646289,-0.19440043,31975,Marker-31975,-0.09758249,1.05257571,-0.19820961,31976,Marker-31976,0.06038146,0.88059431,-0.21807884,31977,Marker-31977,-0.22041781,0.85375094,-0.17365959,31978,Marker-31978,0.10704844,0.52697629,-0.21749642,31979,Marker-31979,-0.18085329,0.52172381,-0.20003048,31980,Marker-31980,0.16486083,0.08285363,-0.33302528,31981,Marker-31981,-0.21738118,0.07639642,-0.15994237,31982,Marker-31982,-0.3950128,1.3183068,-0.11184286,31983,Marker-31983,,,,,
frame,1032,8.6,0,17,-0.07992463,1.7935679,-0.17793368,31967,Marker-31967,-0.110185,1.58944726,-0.08264045,31968,Marker-31968,-0.27186653,1.51370788,-0.08100578,31969,Marker-31969,-0.30889663,1.54005408,-0.27841899,31970,Marker-31970,0.14026064,1.47660148,-0.32195872,31971,Marker-31971,0.14100604,1.26552725,-0.21217082,31972,Marker-31972,-0.07084247,1.50762498,-0.13457946,31973,Marker-31973,0.04754472,1.41836226,-0.17561731,31974,Marker-31974,-0.08469756,1.4264406,-0.19531831,31975,Marker-31975,-0.09566178,1.0522449,-0.19812183,31976,Marker-31976,0.06245382,0.87953687,-0.21904454,31977,Marker-31977,-0.21880944,0.85380542,-0.17320131,31978,Marker-31978,0.10856265,0.52593893,-0.22123805,31979,Marker-31979,-0.17956777,0.52155834,-0.19885759,31980,Marker-31980,0.16706371,0.08148149,-0.33814281,31981,Marker-31981,-0.21729228,0.07639707,-0.15990318,31982,Marker-31982,-0.39322105,1.31903875,-0.11219109,31983,Marker-31983,,,,,
frame,1033,8.60833333,0,17,-0.07830752,1.79329979,-0.17879713,31967,Marker-31967,-0.10862165,1.59049213,-0.08912416,31968,Marker-31968,-0.27032727,1.51492095,-0.08506079,31969,Marker-31969,-0.30733564,1.53986454,-0.2797561,31970,Marker-31970,0.1417813,1.47650027,-0.32237148,31971,Marker-31971,0.14246584,1.26622725,-0.21212667,31972,Marker-31972,-0.06930515,1.50939155,-0.13957267,31973,Marker-31973,0.04895234,1.41954315,-0.17845602,31974,Marker-31974,-0.08320086,1.42642379,-0.19588406,31975,Marker-31975,-0.09357751,1.05195522,-0.1980169,31976,Marker-31976,0.06460424,0.87859058,-0.21992244,31977,Marker-31977,-0.21696211,0.85383844,-0.17277165,31978,Marker-31978,0.10994297,0.52487457,-0.22498994,31979,Marker-31979,-0.17831241,0.52137917,-0.19777523,31980,Marker-31980,0.16877705,0.0811638,-0.34291956,31981,Marker-31981,-0.21717675,0.07640162,-0.15990189,31982,Marker-31982,-0.39144573,1.3196528,-0.11270239,31983,Marker-31983,,,,,
frame,1034,8.61666667,0,17,-0.07661061,1.79298747,-0.17960264,31967,Marker-31967,-0.10691858,1.59121537,-0.09510044,31968,Marker-31968,-0.26884046,1.51586509,-0.0890039,31969,Marker-31969,-0.30570734,1.53960824,-0.28120232,31970,Marker-31970,0.1434648,1.47664285,-0.32293376,31971,Marker-31971,0.14402698,1.26684439,-0.21230717,31972,Marker-31972,-0.06736809,1.51088023,-0.14425482,31973,Marker-31973,0.05045896,1.42047393,-0.18113261,31974,Marker-31974,-0.08177476,1.42638183,-0.19681533,31975,Marker-31975,-0.09135753,1.05166316,-0.19784279,31976,Marker-31976,0.06675335,0.87758392,-0.22100596,31977,Marker-31977,-0.21503897,0.85380298,-0.17224586,31978,Marker-31978,0.11128817,0.52365571,-0.2289407,31979,Marker-31979,-0.17685746,0.52121603,-0.1965676,31980,Marker-31980,0.16974328,0.0800162,-0.34658831,31981,Marker-31981,-0.21706511,0.07641064,-0.15988088,31982,Marker-31982,-0.3897669,1.32017565,-0.11327168,31983,Marker-31983,,,,,
frame,1035,8.625,0,17,-0.07494796,1.79271054,-0.18048011,31967,Marker-31967,-0.10500464,1.59186363,-0.10043492,31968,Marker-31968,-0.2673012,1.51651001,-0.09290367,31969,Marker-31969,-0.30399418,1.53928983,-0.28257352,31970,Marker-31970,0.1451114,1.47661781,-0.32339132,31971,Marker-31971,0.14584838,1.26737487,-0.21249677,31972,Marker-31972,-0.06573857,1.51211143,-0.14867133,31973,Marker-31973,0.05210365,1.4211812,-0.18371181,31974,Marker-31974,-0.08013942,1.42628622,-0.19746564,31975,Marker-31975,-0.08903262,1.0513382,-0.19790949,31976,Marker-31976,0.06896099,0.87645143,-0.22216091,31977,Marker-31977,-0.21305643,0.85385919,-0.17181736,31978,Marker-31978,0.11256158,0.52254021,-0.23275408,31979,Marker-31979,-0.17544924,0.52093029,-0.19540863,31980,Marker-31980,0.17101586,0.07867367,-0.34936816,31981,Marker-31981,-0.21701829,0.07636145,-0.15990013,31982,Marker-31982,-0.38854223,1.32066047,-0.11374401,31983,Marker-31983,,,,,
frame,1036,8.63333333,0,17,-0.07325619,1.79236209,-0.18127249,31967,Marker-31967,-0.10312506,1.59211981,-0.1052832,31968,Marker-31968,-0.2658281,1.51702547,-0.09651967,31969,Marker-31969,-0.30234936,1.53892553,-0.28393534,31970,Marker-31970,0.14696872,1.47672677,-0.32391116,31971,Marker-31971,0.147652,1.26779866,-0.21285182,31972,Marker-31972,-0.06387444,1.51319921,-0.1523973,31973,Marker-31973,0.05369396,1.42164493,-0.18614861,31974,Marker-31974,-0.0785114,1.42612553,-0.1982816,31975,Marker-31975,-0.08662765,1.05097723,-0.19796334,31976,Marker-31976,0.07119532,0.87536651,-0.2235001,31977,Marker-31977,-0.21100025,0.85392362,-0.17137137,31978,Marker-31978,0.11381066,0.52143693,-0.23652665,31979,Marker-31979,-0.17396566,0.52072197,-0.1941947,31980,Marker-31980,0.17270844,0.07733501,-0.35192797,31981,Marker-31981,-0.21696877,0.07635588,-0.15983018,31982,Marker-31982,-0.38634193,1.32069123,-0.11485481,31983,Marker-31983,,,,,
